ID,ninf,Tg,m,K,C,cost,opt,rmse,num_points,Na2O,SiO2,K2O,Li2O,Al2O3,B2O3,ZnO,BaO,MgO,P2O5,La2O3,CaO,PbO,Sb2O3,ZrO2,TiO2,CdO,Ta2O5,Y2O3,HfO2,Nb2O5,WO3,As2O3,Bi2O3,TeO2,Tl2O,Ga2O3,GeO2,SrO,FeO,MoO3,CuO,BeO,Rb2O,Cs2O,MnO,CoO,NiO,Fe2O3
019,-3.143170925602356,727.3520063213674,24.199414599424657,6056.690342445356,434.9866377558455,0.19898058690876108,2.265009024088327e-07,0.1612176456321479,16,,0.83,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020,-1.5054846859421633,723.8606250510144,39.08778483772933,1470.6784667295813,1371.1481082489915,0.9203845946626115,4.905461275996493e-07,0.19556521938839566,51,,0.7,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021,-1.2311425351370515,725.7544452742137,43.64312317332853,964.1722701476618,1668.1575365956985,1.7918893238809148,5.783596054853568e-07,0.22655762093561668,74,,0.67,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022,-0.7373723392060565,720.701578414158,49.103792567415766,528.3027841972639,2057.6721604557392,0.09053352421898153,5.1314307388078264e-08,0.08549124908564278,25,,0.64,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
023,-0.7592292444040782,718.5715337173552,53.5076461578142,376.1084836522832,2294.860596760983,0.051946033006421644,1.3124743639868425e-07,0.07433783622030259,19,,0.61,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024,-0.742852066967227,760.4493276836091,40.133317520333506,1129.3563263542617,1634.5682214225676,2.240334545469177,4.551807598479618e-07,0.3264421087989745,45,,0.67,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
025,-3.589920205040264,827.519631984635,27.64392017230992,5954.279595756258,639.8314735204908,0.2906802970129936,3.612024773221728e-07,0.12877991653514168,36,,0.73,0.08,,0.01,0.15,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026,-1.878332806273668,790.5395130720702,56.61893834735158,504.40535100584606,2434.596285050558,0.9777223857178752,2.451311221646213e-07,0.3366470860125814,19,,,0.12,,0.09,0.06,,0.01,0.19,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027,-1.8074665329356594,830.4377038145589,50.42332569197136,808.5755341478861,2202.228043116748,0.16557232826810142,1.1157085126872052e-08,0.1325288287394025,19,,0.1,,,0.1,0.05,,0.16,,0.58,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028,-2.975559764625375,788.1660265816297,54.52265959559847,841.6398713920136,2081.3699805888245,0.48429635189275766,6.424311207883456e-07,0.23452241604552418,18,,0.06,,,0.04,0.05,,0.33,,0.49,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029,-2.387801854041978,891.4192233972256,80.45275771455952,129.9905551499551,4093.159764388198,0.24736513616870082,1.0425400623435138e-07,0.16247509628707663,19,,,,,,0.21,,0.33,0.2,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030,-1.4107855651138215,837.5110309877924,39.01186290544589,1664.8696069107673,1598.8015447414052,3.064318496907778,1.1802907164820686e-07,0.3012884058235791,73,0.02,0.71,0.09,,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031,-1.0583487370571476,810.3356608352825,40.748424515433044,1269.5120997225622,1718.3072918533499,3.4281125153881287,1.4067176862340297e-07,0.3095548508601871,77,0.08,0.75,0.08,,,0.07,,,0.01,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
032,-1.6670414736832528,822.1516201823757,41.23617769985322,1494.7488593485493,1658.4430550693137,0.5820015212188607,1.3905861499796668e-07,0.15161428978030908,52,0.11,0.74,0.04,,,0.1,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
